"Geography_Code","NM_1566_1_0","NM_1566_1_1","NM_1566_1_2","NM_1566_1_3"
"N00003627",10,3,0,7
"N00003628",4,1,0,3
"N00003629",24,6,0,18
"N00003630",20,7,0,13
"N00003631",8,3,0,5
"N00003632",13,1,0,12
"N00003633",10,0,0,10
"N00003634",19,5,3,11
"N00003635",20,2,2,16
"N00003636",20,3,2,15
"N00003637",33,6,0,27
"N00003638",45,10,3,32
"N00003639",24,4,1,19
"N00003640",21,0,0,21
"N00003641",23,6,4,13
"N00003642",16,5,1,10
"N00003643",17,3,0,14
"N00003644",14,2,1,11
"N00003645",30,9,0,21
"N00003646",46,10,0,36
"N00003647",45,11,2,32
"N00003648",30,7,2,21
"N00003649",40,15,2,23
"N00003650",26,6,0,20
"N00003651",20,5,0,15
"N00003652",53,15,2,36
"N00003653",27,9,0,18
"N00003654",17,1,1,15
"N00003655",9,0,0,9
"N00003656",33,8,3,22
"N00003657",18,5,3,10
"N00003658",38,6,2,30
"N00003659",18,6,0,12
"N00003660",18,0,0,18
"N00003661",27,8,0,19
"N00003662",7,1,0,6
"N00003663",24,1,0,23
"N00003664",26,4,0,22
"N00003665",25,5,1,19
"N00003666",28,6,0,22
"N00003667",13,5,3,5
"N00003668",19,3,2,14
"N00003669",26,9,0,17
"N00003670",31,9,5,17
"N00003671",16,1,0,15
"N00003672",13,5,1,7
"N00003673",5,1,0,4
"N00003674",20,4,2,14
"N00003675",19,4,2,13
"N00003676",9,3,1,5
"N00003677",23,5,5,13
"N00003678",26,11,1,14
"N00003679",21,6,3,12
"N00003680",13,3,0,10
"N00003681",17,3,0,14
"N00003682",9,1,0,8
"N00003683",12,4,0,8
"N00003684",27,7,7,13
"N00003685",25,9,1,15
"N00003686",27,8,2,17
"N00003687",37,14,3,20
"N00003688",15,5,0,10
"N00003689",9,4,0,5
"N00003690",28,5,1,22
"N00003691",32,9,1,22
"N00003692",20,6,3,11
"N00003693",26,7,0,19
"N00003694",34,11,1,22
"N00003695",30,6,2,22
"N00003696",18,5,0,13
"N00003697",50,12,3,35
"N00003698",45,9,4,32
"N00003699",37,8,1,28
"N00003700",39,14,2,23
"N00003701",51,18,1,32
"N00003702",56,18,6,32
"N00003703",39,12,1,26
"N00003704",21,8,0,13
"N00003705",20,5,5,10
"N00003706",31,9,1,21
"N00003707",59,28,6,25
"N00003708",45,11,7,27
"N00003709",34,11,2,21
"N00003710",30,9,2,19
"N00003711",32,9,1,22
"N00003712",17,2,1,14
"N00003713",34,10,2,22
"N00003714",33,11,2,20
"N00003715",10,1,0,9
"N00003716",12,3,0,9
"N00003717",12,1,1,10
"N00003718",137,36,9,92
"N00003719",32,11,0,21
"N00003720",48,18,3,27
"N00003721",35,5,0,30
"N00003722",22,4,1,17
"N00003723",38,4,2,32
"N00003724",35,4,1,30
"N00003725",14,3,1,10
"N00003726",45,11,3,31
"N00003727",22,1,1,20
"N00003728",29,11,2,16
"N00003729",13,3,0,10
"N00003730",47,8,7,32
"N00003731",30,6,3,21
"N00003732",39,12,4,23
"N00003733",35,6,6,23
"N00003734",37,7,1,29
"N00003735",20,2,4,14
"N00003736",25,9,0,16
"N00003737",54,10,7,37
"N00003738",16,3,4,9
"N00003739",21,4,2,15
"N00003740",20,5,3,12
"N00003741",8,4,1,3
"N00003742",23,6,6,11
"N00003743",44,17,1,26
"N00003744",30,13,1,16
"N00003745",28,3,3,22
"N00003746",29,10,0,19
"N00003747",19,7,2,10
"N00003748",25,6,3,16
"N00003749",39,14,5,20
"N00003750",48,21,3,24
"N00003751",40,10,2,28
"N00003752",37,10,4,23
"N00003753",35,14,3,18
"N00003754",26,8,0,18
"N00003755",36,14,0,22
"N00003756",22,3,3,16
"N00003757",25,10,1,14
"N00003758",38,13,3,22
"N00003759",15,8,1,6
"N00003760",11,3,0,8
"N00003761",19,5,0,14
"N00003762",28,13,0,15
"N00003763",30,11,2,17
"N00003764",44,19,2,23
"N00003765",29,9,3,17
"N00003766",41,14,2,25
"N00003767",47,9,1,37
"N00003768",37,9,5,23
"N00003769",19,4,3,12
"N00003770",26,5,2,19
"N00003771",36,15,7,14
"N00003772",8,3,0,5
"N00003773",15,2,2,11
"N00003774",33,12,1,20
"N00003775",32,13,0,19
"N00003776",24,4,1,19
"N00003777",17,7,1,9
"N00003778",24,2,5,17
"N00003779",35,10,1,24
"N00003780",42,11,2,29
"N00003781",46,17,6,23
"N00003782",49,16,4,29
"N00003783",14,2,1,11
"N00003784",40,13,0,27
"N00003785",44,17,2,25
"N00003786",33,11,1,21
"N00003787",42,12,1,29
"N00003788",25,4,1,20
"N00003789",38,12,0,26
"N00003790",20,1,2,17
"N00003791",43,11,4,28
"N00003792",14,4,1,9
"N00003793",60,21,1,38
"N00003794",40,9,6,25
"N00003795",44,14,7,23
"N00003796",37,8,3,26
"N00003797",41,15,4,22
"N00003798",47,15,3,29
"N00003799",17,2,2,13
"N00003800",36,7,0,29
"N00003801",26,5,1,20
"N00003802",16,0,0,16
"N00003803",19,6,0,13
"N00003804",24,3,1,20
"N00003805",24,11,0,13
"N00003806",19,6,0,13
"N00003807",10,3,0,7
"N00003808",17,7,0,10
"N00003809",24,6,2,16
"N00003810",4,2,0,2
"N00003811",20,6,2,12
"N00003812",19,3,1,15
"N00003813",20,6,0,14
"N00003814",20,4,1,15
"N00003815",28,10,2,16
"N00003816",26,7,1,18
"N00003817",34,12,4,18
"N00003818",30,9,0,21
"N00003819",16,4,1,11
"N00003820",26,5,0,21
"N00003821",26,9,2,15
"N00003822",37,7,1,29
"N00003823",48,14,2,32
"N00003824",44,15,4,25
"N00003825",64,17,3,44
"N00003826",55,24,1,30
"N00003827",56,20,2,34
"N00003828",24,6,3,15
"N00003829",43,13,1,29
"N00003830",39,7,2,30
"N00003831",10,2,0,8
"N00003832",32,3,3,26
"N00003833",34,12,2,20
"N00003834",29,7,0,22
"N00003835",25,2,1,22
"N00003836",20,7,2,11
"N00003837",32,3,1,28
"N00003838",21,6,2,13
"N00003839",41,11,0,30
"N00003840",30,4,1,25
"N00003841",15,4,2,9
"N00003842",21,6,0,15
"N00003843",18,4,1,13
"N00003844",44,6,2,36
"N00003845",24,9,0,15
"N00003846",35,5,1,29
"N00003847",7,2,0,5
"N00003848",19,9,1,9
"N00003849",46,7,2,37
"N00003850",29,9,0,20
"N00003851",29,10,0,19
"N00003852",20,9,0,11
"N00003853",37,9,0,28
"N00003854",31,2,2,27
"N00003855",29,8,0,21
"N00003856",30,8,1,21
"N00003857",36,7,2,27
"N00003858",47,14,0,33
"N00003859",28,6,1,21
"N00003860",60,16,4,40
"N00003861",37,8,3,26
"N00003862",28,5,2,21
"N00003863",12,7,1,4
"N00003864",21,7,2,12
"N00003865",11,5,0,6
"N00003866",11,2,0,9
"N00003867",47,15,4,28
"N00003868",12,3,0,9
"N00003869",87,32,5,50
"N00003870",7,4,0,3
"N00003871",52,19,3,30
"N00003872",11,1,1,9
"N00003873",77,24,9,44
"N00003874",37,13,2,22
"N00003875",30,4,3,23
"N00003876",41,11,6,24
"N00003877",31,10,3,18
"N00003878",31,10,2,19
"N00003879",24,13,0,11
"N00003880",21,3,2,16
"N00003881",48,13,10,25
"N00003882",19,10,1,8
"N00003883",67,21,7,39
"N00003884",50,25,2,23
"N00003885",24,9,1,14
"N00003886",19,3,3,13
"N00003887",20,5,1,14
"N00003888",17,6,0,11
"N00003889",39,14,0,25
"N00003890",8,2,1,5
"N00003891",28,6,4,18
"N00003892",17,7,0,10
"N00003893",13,7,1,5
"N00003894",15,3,1,11
"N00003895",9,1,3,5
"N00003896",17,6,0,11
"N00003897",18,5,2,11
"N00003898",32,15,2,15
"N00003899",26,11,0,15
"N00003900",25,4,2,19
"N00003901",17,7,0,10
"N00003902",22,8,1,13
"N00003903",43,14,6,23
"N00003904",30,12,4,14
"N00003905",3,2,0,1
"N00003906",10,2,0,8
"N00003907",18,7,2,9
"N00003908",8,5,1,2
"N00003909",21,8,4,9
"N00003910",13,5,0,8
"N00003911",69,26,2,41
"N00003912",17,5,0,12
"N00003913",4,0,0,4
"N00003914",20,7,2,11
"N00003915",20,4,4,12
"N00003916",36,10,5,21
"N00003917",16,2,3,11
"N00003918",7,2,1,4
"N00003919",18,7,4,7
"N00003920",19,8,3,8
"N00003921",15,8,1,6
"N00003922",18,9,2,7
"N00003923",9,8,0,1
"N00003924",23,8,0,15
"N00003925",17,9,0,8
"N00003926",26,8,2,16
"N00003927",19,7,2,10
"N00003928",20,6,1,13
"N00003929",17,6,5,6
"N00003930",16,7,1,8
"N00003931",9,4,0,5
"N00003932",11,4,0,7
"N00003933",59,12,4,43
"N00003934",22,6,3,13
"N00003935",27,7,2,18
"N00003936",34,10,1,23
"N00003937",22,9,0,13
"N00003938",10,6,0,4
"N00003939",24,10,1,13
"N00003940",24,7,1,16
"N00003941",31,12,1,18
"N00003942",36,9,2,25
"N00003943",31,10,1,20
"N00003944",18,5,3,10
"N00003945",20,7,0,13
"N00003946",27,9,4,14
"N00003947",33,10,3,20
"N00003948",19,5,2,12
"N00003949",22,6,1,15
"N00003950",18,8,2,8
"N00003951",11,2,0,9
"N00003952",15,2,0,13
"N00003953",15,3,0,12
"N00003954",8,2,0,6
"N00003955",11,4,1,6
"N00003956",30,13,3,14
"N00003957",12,3,2,7
"N00003958",32,9,7,16
"N00003959",12,1,2,9
"N00003960",7,3,1,3
"N00003961",12,6,6,0
"N00003962",42,19,1,22
"N00003963",14,5,2,7
"N00003964",18,5,1,12
"N00003965",14,7,0,7
"N00003966",10,1,5,4
"N00003967",37,17,1,19
"N00003968",17,4,0,13
"N00003969",12,5,1,6
"N00003970",16,5,1,10
"N00003971",22,10,3,9
"N00003972",14,3,0,11
"N00003973",30,14,1,15
"N00003974",68,27,10,31
"N00003975",26,9,2,15
"N00003976",27,9,4,14
"N00003977",29,12,1,16
"N00003978",33,17,1,15
"N00003979",30,9,0,21
"N00003980",27,10,0,17
"N00003981",11,1,1,9
"N00003982",7,6,1,0
"N00003983",9,4,0,5
"N00003984",22,7,5,10
"N00003985",12,3,1,8
"N00003986",4,0,0,4
"N00003987",15,2,0,13
"N00003988",11,5,1,5
"N00003989",4,3,0,1
"N00003990",23,10,0,13
"N00003991",11,0,2,9
"N00003992",17,7,0,10
"N00003993",25,11,0,14
"N00003994",32,10,0,22
"N00003995",23,3,0,20
"N00003996",9,2,0,7
"N00003997",20,5,1,14
"N00003998",19,5,0,14
"N00003999",14,4,2,8
"N00004000",8,2,1,5
"N00004001",26,5,4,17
"N00004002",8,1,1,6
"N00004003",19,6,2,11
"N00004004",10,3,1,6
"N00004005",8,3,0,5
"N00004006",9,4,1,4
"N00004007",20,2,2,16
"N00004008",35,13,2,20
"N00004009",18,9,1,8
"N00004010",23,9,2,12
"N00004011",33,12,4,17
"N00004012",16,6,0,10
"N00004013",29,9,7,13
"N00004014",29,11,1,17
"N00004015",23,9,1,13
"N00004016",21,11,1,9
"N00004017",19,9,0,10
"N00004018",17,7,2,8
"N00004019",33,16,4,13
"N00004020",34,12,5,17
"N00004021",21,6,4,11
"N00004022",15,1,2,12
"N00004023",9,3,3,3
"N00004024",15,5,1,9
"N00004025",25,8,7,10
"N00004026",13,6,0,7
"N00004027",18,10,0,8
"N00004028",19,7,3,9
"N00004029",11,1,0,10
"N00004030",10,1,0,9
"N00004031",12,1,1,10
"N00004032",12,4,2,6
"N00004033",16,7,3,6
"N00004034",4,0,0,4
"N00004035",10,5,1,4
"N00004036",8,3,1,4
"N00004037",15,0,6,9
"N00004038",12,2,0,10
"N00004039",20,9,3,8
"N00004040",15,4,0,11
"N00004041",21,7,1,13
"N00004042",44,15,1,28
"N00004043",20,6,0,14
"N00004044",21,9,3,9
"N00004045",21,5,4,12
"N00004046",24,10,4,10
"N00004047",111,37,9,65
"N00004048",43,19,0,24
"N00004049",23,7,0,16
"N00004050",65,22,3,40
"N00004051",112,31,1,80
"N00004052",23,9,2,12
"N00004053",16,9,0,7
"N00004054",35,11,3,21
"N00004055",8,2,0,6
"N00004056",38,11,4,23
"N00004057",35,9,2,24
"N00004058",73,28,8,37
"N00004059",86,35,3,48
"N00004060",75,27,6,42
"N00004061",62,24,7,31
"N00004062",47,17,2,28
"N00004063",70,25,6,39
"N00004064",52,18,4,30
"N00004065",7,2,0,5
"N00004066",13,4,4,5
"N00004067",12,6,0,6
"N00004068",15,3,0,12
"N00004069",13,9,0,4
"N00004070",10,3,0,7
"N00004071",14,0,2,12
"N00004072",15,0,2,13
"N00004073",85,24,7,54
"N00004074",17,4,1,12
"N00004075",48,20,0,28
"N00004076",23,11,1,11
"N00004077",15,5,0,10
"N00004078",11,3,0,8
"N00004079",9,4,0,5
"N00004080",21,10,1,10
"N00004081",17,2,0,15
"N00004082",23,8,0,15
"N00004083",19,8,3,8
"N00004084",15,6,1,8
"N00004085",89,36,8,45
"N00004086",9,3,1,5
"N00004087",204,81,28,95
"N00004088",17,2,0,15
"N00004089",23,5,1,17
"N00004090",612,222,78,312
"N00004091",606,229,64,313
"N00004092",17,1,0,16
"N00004093",15,3,3,9
"N00004094",37,15,1,21
"N00004095",16,6,3,7
"N00004096",16,10,0,6
"N00004097",41,18,2,21
"N00004098",14,4,2,8
"N00004099",23,10,0,13
"N00004100",22,11,1,10
"N00004101",9,3,0,6
"N00004102",10,3,0,7
"N00004103",3,1,0,2
"N00004104",14,4,0,10
"N00004105",4,0,0,4
"N00004106",8,2,2,4
"N00004107",10,5,2,3
"N00004108",9,1,0,8
"N00004109",13,6,0,7
"N00004110",17,6,5,6
"N00004111",25,7,8,10
"N00004112",31,8,4,19
"N00004113",44,16,0,28
"N00004114",13,6,0,7
"N00004115",35,14,0,21
"N00004116",67,24,9,34
"N00004117",52,25,6,21
"N00004118",23,7,2,14
"N00004119",15,5,3,7
"N00004120",12,3,3,6
"N00004121",36,10,6,20
"N00004122",41,16,4,21
"N00004123",25,7,4,14
"N00004124",13,2,1,10
"N00004125",22,6,1,15
"N00004126",24,14,0,10
"N00004127",19,3,3,13
"N00004128",26,3,1,22
"N00004129",22,4,2,16
"N00004130",12,2,2,8
"N00004131",12,8,0,4
"N00004132",19,9,2,8
"N00004133",24,8,1,15
"N00004134",17,7,1,9
"N00004135",21,8,2,11
"N00004136",31,12,1,18
"N00004137",32,9,2,21
"N00004138",21,3,5,13
"N00004139",32,19,1,12
"N00004140",26,10,1,15
"N00004141",21,3,2,16
"N00004142",20,8,2,10
"N00004143",26,11,0,15
"N00004144",43,14,6,23
"N00004145",19,5,0,14
"N00004146",24,16,0,8
"N00004147",22,6,4,12
"N00004148",11,3,1,7
"N00004149",15,8,0,7
"N00004150",19,6,0,13
"N00004151",11,4,1,6
"N00004152",14,6,0,8
"N00004153",20,7,1,12
"N00004154",18,11,0,7
"N00004155",16,6,2,8
"N00004156",8,3,1,4
"N00004157",36,10,5,21
"N00004158",25,14,0,11
"N00004159",7,1,1,5
"N00004160",5,2,0,3
"N00004161",16,5,1,10
"N00004162",8,4,0,4
"N00004163",26,8,2,16
"N00004164",35,9,9,17
"N00004165",19,6,0,13
"N00004166",17,9,0,8
"N00004167",16,5,1,10
"N00004168",7,1,1,5
"N00004169",23,7,4,12
"N00004170",16,5,1,10
"N00004171",11,1,1,9
"N00004172",11,2,2,7
"N00004173",9,3,2,4
"N00004174",11,4,0,7
"N00004175",18,5,0,13
"N00004176",14,3,4,7
"N00004177",6,0,0,6
"N00004178",26,9,4,13
"N00004179",28,7,2,19
"N00004180",11,3,0,8
"N00004181",21,6,1,14
"N00004182",23,6,4,13
"N00004183",0,0,0,0
"N00004184",15,6,2,7
"N00004185",37,17,1,19
"N00004186",18,6,0,12
"N00004187",9,1,1,7
"N00004188",17,5,0,12
"N00004189",4,1,0,3
"N00004190",18,6,2,10
"N00004191",27,8,2,17
"N00004192",17,2,2,13
"N00004193",13,3,3,7
"N00004194",16,5,6,5
"N00004195",16,2,1,13
"N00004196",49,14,7,28
"N00004197",8,0,3,5
"N00004198",12,2,2,8
"N00004199",54,16,6,32
"N00004200",23,11,0,12
"N00004201",29,13,5,11
"N00004202",18,5,3,10
"N00004203",11,5,0,6
"N00004204",23,7,5,11
"N00004205",17,4,5,8
"N00004206",19,3,4,12
"N00004207",19,5,0,14
"N00004208",15,3,0,12
"N00004209",39,11,6,22
"N00004210",12,0,3,9
"N00004211",24,9,4,11
"N00004212",89,24,14,51
"N00004213",19,2,3,14
"N00004214",16,4,3,9
"N00004215",21,6,3,12
"N00004216",20,10,3,7
"N00004217",14,3,2,9
"N00004218",13,5,0,8
"N00004219",30,8,2,20
"N00004220",27,8,1,18
"N00004221",31,7,0,24
"N00004222",30,13,2,15
"N00004223",11,5,0,6
"N00004224",23,5,1,17
"N00004225",21,8,2,11
"N00004226",36,9,1,26
"N00004227",7,2,0,5
"N00004228",24,2,1,21
"N00004229",16,5,0,11
"N00004230",18,5,0,13
"N00004231",10,1,1,8
"N00004232",13,6,0,7
"N00004233",8,2,0,6
"N00004234",12,2,1,9
"N00004235",16,6,1,9
"N00004236",21,8,0,13
"N00004237",15,3,0,12
"N00004238",27,9,1,17
"N00004239",16,7,0,9
"N00004240",19,8,0,11
"N00004241",17,7,0,10
"N00004242",22,6,0,16
"N00004243",11,5,0,6
"N00004244",11,3,0,8
"N00004245",10,5,1,4
"N00004246",23,5,3,15
"N00004247",16,8,4,4
"N00004248",6,3,1,2
"N00004249",5,3,0,2
"N00004250",11,5,0,6
"N00004251",16,4,3,9
"N00004252",19,10,1,8
"N00004253",13,3,0,10
"N00004254",15,5,1,9
"N00004255",4,0,0,4
"N00004256",32,10,4,18
"N00004257",3,0,0,3
"N00004258",12,6,0,6
"N00004259",11,4,1,6
"N00004260",8,3,0,5
"N00004261",10,4,1,5
"N00004262",16,5,3,8
"N00004263",5,1,1,3
"N00004264",27,7,1,19
"N00004265",12,3,4,5
"N00004266",22,3,2,17
"N00004267",32,13,4,15
"N00004268",25,10,1,14
"N00004269",22,6,3,13
"N00004270",18,5,1,12
"N00004271",17,7,2,8
"N00004272",20,5,1,14
"N00004273",19,8,1,10
"N00004274",16,3,1,12
"N00004275",18,7,0,11
"N00004276",35,10,0,25
"N00004277",10,4,0,6
"N00004278",18,7,1,10
"N00004279",16,5,1,10
"N00004280",14,4,0,10
"N00004281",20,5,3,12
"N00004282",9,6,0,3
"N00004283",23,7,1,15
"N00004284",20,6,0,14
"N00004285",27,5,1,21
"N00004286",18,5,2,11
"N00004287",40,16,2,22
"N00004288",7,5,0,2
"N00004289",8,2,0,6
"N00004290",26,11,3,12
"N00004291",19,4,0,15
"N00004292",10,2,1,7
"N00004293",8,1,0,7
"N00004294",16,5,1,10
"N00004295",10,3,1,6
"N00004296",17,6,1,10
"N00004297",20,5,1,14
"N00004298",26,10,2,14
"N00004299",38,12,2,24
"N00004300",5,0,0,5
"N00004301",26,10,0,16
"N00004302",39,6,4,29
"N00004303",16,5,1,10
"N00004304",17,8,0,9
"N00004305",13,3,2,8
"N00004306",11,8,0,3
"N00004307",17,5,0,12
"N00004308",20,10,2,8
"N00004309",11,5,2,4
"N00004310",9,3,1,5
"N00004311",7,0,1,6
"N00004312",22,5,3,14
"N00004313",11,3,0,8
"N00004314",22,6,2,14
"N00004315",21,3,3,15
"N00004316",21,10,0,11
"N00004317",11,3,0,8
"N00004318",18,6,0,12
"N00004319",13,6,2,5
"N00004320",11,4,0,7
"N00004321",43,13,2,28
"N00004322",15,3,4,8
"N00004323",11,6,0,5
"N00004324",8,3,0,5
"N00004325",10,4,0,6
"N00004326",12,3,0,9
"N00004327",16,5,2,9
"N00004328",14,4,0,10
"N00004329",14,5,0,9
"N00004330",23,11,2,10
"N00004331",14,8,0,6
"N00004332",13,5,0,8
"N00004333",11,4,0,7
"N00004334",8,0,0,8
"N00004335",9,1,0,8
"N00004336",21,7,1,13
"N00004337",18,7,3,8
"N00004338",25,4,0,21
"N00004339",35,8,0,27
"N00004340",32,9,2,21
"N00004341",32,5,1,26
"N00004342",55,11,4,40
"N00004343",24,7,2,15
"N00004344",15,4,0,11
"N00004345",30,10,1,19
"N00004346",35,6,8,21
"N00004347",39,11,3,25
"N00004348",7,2,0,5
"N00004349",15,1,2,12
"N00004350",58,13,4,41
"N00004351",29,6,0,23
"N00004352",53,12,3,38
"N00004353",29,11,2,16
"N00004354",26,6,3,17
"N00004355",16,4,1,11
"N00004356",20,4,0,16
"N00004357",98,26,8,64
"N00004358",22,9,3,10
"N00004359",49,11,0,38
"N00004360",22,4,0,18
"N00004361",21,3,0,18
"N00004362",31,9,1,21
"N00004363",35,12,1,22
"N00004364",28,9,2,17
"N00004365",39,3,4,32
"N00004366",18,3,1,14
"N00004367",47,17,2,28
"N00004368",38,9,0,29
"N00004369",36,7,3,26
"N00004370",41,8,4,29
"N00004371",35,11,4,20
"N00004372",50,10,5,35
"N00004373",48,4,6,38
"N00004374",19,3,1,15
"N00004375",56,8,3,45
"N00004376",28,5,1,22
"N00004377",34,12,0,22
"N00004378",13,5,0,8
"N00004379",23,2,1,20
"N00004380",22,9,0,13
"N00004381",17,5,2,10
"N00004382",25,4,0,21
"N00004383",14,3,0,11
"N00004384",9,0,1,8
"N00004385",22,9,0,13
"N00004386",46,12,0,34
"N00004387",25,4,0,21
"N00004388",22,4,0,18
"N00004389",41,14,0,27
"N00004390",31,9,2,20
"N00004391",36,7,0,29
"N00004392",25,3,7,15
"N00004393",20,1,1,18
"N00004394",6,1,1,4
"N00004395",14,4,0,10
"N00004396",23,12,0,11
"N00004397",17,0,2,15
"N00004398",32,9,0,23
"N00004399",47,15,1,31
"N00004400",41,9,4,28
"N00004401",61,8,3,50
"N00004402",81,13,8,60
"N00004403",18,5,0,13
"N00004404",33,7,1,25
"N00004405",41,6,1,34
"N00004406",24,7,3,14
"N00004407",31,10,2,19
"N00004408",22,4,3,15
"N00004409",45,11,0,34
"N00004410",59,25,2,32
"N00004411",43,15,3,25
"N00004412",30,3,7,20
"N00004413",10,2,1,7
"N00004414",7,0,0,7
"N00004415",63,15,3,45
"N00004416",36,6,2,28
"N00004417",44,12,2,30
"N00004418",32,5,1,26
"N00004419",29,13,1,15
"N00004420",42,9,2,31
"N00004421",25,3,2,20
"N00004422",30,7,3,20
"N00004423",37,8,1,28
"N00004424",22,5,1,16
"N00004425",35,9,3,23
"N00004426",26,9,1,16
"N00004427",43,10,9,24
"N00004428",32,8,0,24
"N00004429",46,12,4,30
"N00004430",41,7,2,32
"N00004431",39,10,0,29
"N00004432",1,0,0,1
"N00004433",40,14,2,24
"N00004434",21,4,4,13
"N00004435",13,5,2,6
"N00004436",28,2,2,24
"N00004437",26,0,0,26
"N00004438",48,9,0,39
"N00004439",41,2,3,36
"N00004440",54,18,5,31
"N00004441",49,11,3,35
"N00004442",34,9,2,23
"N00004443",41,12,5,24
"N00004444",15,1,2,12
"N00004445",9,1,1,7
"N00004446",28,7,2,19
"N00004447",22,4,6,12
"N00004448",29,8,2,19
"N00004449",37,7,0,30
"N00004450",23,4,0,19
"N00004451",41,10,4,27
"N00004452",33,6,7,20
"N00004453",22,3,0,19
"N00004454",24,3,3,18
"N00004455",20,2,4,14
"N00004456",15,1,1,13
"N00004457",21,6,0,15
"N00004458",29,7,0,22
"N00004459",56,10,1,45
"N00004460",11,3,0,8
"N00004461",21,2,1,18
"N00004462",18,0,1,17
"N00004463",36,7,2,27
"N00004464",27,4,1,22
"N00004465",35,10,1,24
"N00004466",21,4,3,14
"N00004467",24,5,1,18
"N00004468",29,10,0,19
"N00004469",20,1,2,17
"N00004470",12,2,1,9
"N00004471",24,2,2,20
"N00004472",62,7,4,51
"N00004473",27,4,0,23
"N00004474",39,3,1,35
"N00004475",15,5,0,10
"N00004476",16,5,1,10
"N00004477",28,4,1,23
"N00004478",38,9,2,27
"N00004479",36,14,1,21
"N00004480",41,8,2,31
"N00004481",39,8,4,27
"N00004482",22,2,4,16
"N00004483",19,4,2,13
"N00004484",38,7,1,30
"N00004485",40,4,1,35
"N00004486",27,2,1,24
"N00004487",35,4,3,28
"N00004488",24,5,0,19
"N00004489",18,1,0,17
"N00004490",37,13,3,21
"N00004491",16,4,0,12
"N00004492",16,4,0,12
"N00004493",25,6,0,19
"N00004494",16,1,1,14
"N00004495",16,2,0,14
"N00004496",56,13,8,35
"N00004497",24,5,4,15
"N00004498",113,27,16,70
"N00004499",7,1,1,5
"N00004500",11,5,0,6
"N00004501",37,12,4,21
"N00004502",22,4,0,18
"N00004503",31,10,0,21
"N00004504",20,2,1,17
"N00004505",21,5,4,12
"N00004506",21,6,0,15
"N00004507",16,5,1,10
"N00004508",40,11,3,26
"N00004509",19,5,0,14
"N00004510",17,3,0,14
"N00004511",6,0,0,6
"N00004512",18,6,2,10
"N00004513",34,9,1,24
"N00004514",42,17,4,21
"N00004515",27,4,3,20
"N00004516",20,5,2,13
"N00004517",15,1,0,14
"N00004518",15,4,2,9
"N00004519",26,7,4,15
"N00004520",86,26,1,59
"N00004521",25,6,8,11
"N00004522",36,9,5,22
"N00004523",27,4,0,23
"N00004524",15,3,4,8
"N00004525",27,8,4,15
"N00004526",21,8,0,13
"N00004527",20,5,0,15
"N00004528",31,8,3,20
"N00004529",20,8,0,12
"N00004530",24,4,2,18
"N00004531",31,5,1,25
"N00004532",30,8,0,22
"N00004533",20,6,1,13
"N00004534",75,18,16,41
"N00004535",45,16,8,21
"N00004536",12,4,1,7
"N00004537",13,4,2,7
